,num_USA,num_rest,num_total,ratio_USA,new_ratio_USA_Random,new_ratio_USA_MostPop,new_ratio_USA_UserKNN,new_ratio_USA_MF,new_ratio_USA_PMF,new_ratio_USA_BPR,new_ratio_USA_NMF,new_ratio_USA_WMF,new_ratio_USA_PF,new_ratio_USA_NeuMF,new_ratio_USA_VAECF
7158,31,2,33,0.9393939393939394,0.7,0.8,1.0,0.8,0.6,0.8,0.4,1.0,0.9,0.8,0.9
41781,31,2,33,0.9393939393939394,0.6,0.8,0.9,0.6,0.8,0.8,0.8,0.8,1.0,0.8,1.0
148712,16,1,17,0.9411764705882352,0.9,0.8,0.9,0.7,0.6,0.8,0.5,0.8,1.0,0.8,1.0
123460,16,1,17,0.9411764705882352,0.6,0.8,0.9,0.8,0.7,0.8,0.7,0.7,0.8,0.8,0.7
51803,16,1,17,0.9411764705882352,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.9,0.8,0.8,0.6
69933,16,1,17,0.9411764705882352,0.8,0.8,1.0,0.6,0.6,0.8,0.5,1.0,0.5,0.8,1.0
170762,16,1,17,0.9411764705882352,0.7,0.8,1.0,0.6,0.7,0.8,0.5,1.0,1.0,0.8,1.0
41589,16,1,17,0.9411764705882352,0.8,0.8,1.0,0.8,0.6,0.8,0.7,0.9,0.9,0.8,1.0
253005,16,1,17,0.9411764705882352,0.8,0.8,1.0,0.8,0.7,0.8,0.8,1.0,0.9,0.8,1.0
91647,16,1,17,0.9411764705882352,0.7,0.8,1.0,0.5,0.5,0.8,0.7,1.0,0.9,0.8,0.9
56307,32,2,34,0.9411764705882352,0.8,0.8,1.0,0.5,0.6,0.8,0.7,1.0,1.0,0.8,1.0
51252,16,1,17,0.9411764705882352,0.9,0.8,0.9,0.8,0.7,0.8,0.6,1.0,0.6,0.8,1.0
84024,33,2,35,0.9428571428571428,0.7,0.8,1.0,0.7,0.6,0.8,0.6,1.0,0.8,0.8,1.0
161299,17,1,18,0.9444444444444444,0.9,0.8,1.0,0.9,0.7,0.8,0.6,0.9,0.8,0.8,1.0
203401,17,1,18,0.9444444444444444,0.6,0.8,1.0,0.8,0.6,0.8,0.7,0.9,0.9,0.8,1.0
23547,17,1,18,0.9444444444444444,0.6,0.8,1.0,0.7,0.7,0.8,0.8,1.0,0.9,0.8,1.0
201768,17,1,18,0.9444444444444444,0.8,0.8,1.0,0.9,0.7,0.8,0.6,1.0,1.0,0.8,1.0
124942,17,1,18,0.9444444444444444,0.5,0.8,0.9,0.7,0.6,0.8,0.6,1.0,0.5,0.8,1.0
16916,17,1,18,0.9444444444444444,0.7,0.8,0.9,0.7,0.7,0.8,0.4,1.0,0.9,0.8,1.0
55751,17,1,18,0.9444444444444444,0.7,0.8,1.0,0.8,1.0,0.8,0.4,0.6,0.9,0.8,0.9
256407,17,1,18,0.9444444444444444,0.7,0.8,1.0,0.6,0.7,0.8,0.7,0.9,1.0,0.8,0.9
17859,17,1,18,0.9444444444444444,0.5,0.8,1.0,0.5,0.6,0.8,0.6,1.0,0.8,0.8,1.0
192245,17,1,18,0.9444444444444444,1.0,0.8,0.9,0.6,0.6,0.8,0.4,1.0,1.0,0.8,1.0
66680,52,3,55,0.9454545454545454,0.7,0.8,1.0,0.5,0.9,0.9,0.6,1.0,0.4,0.8,0.8
70666,52,3,55,0.9454545454545454,0.9,0.8,1.0,0.6,0.7,0.8,0.6,1.0,0.9,0.8,1.0
109901,52,3,55,0.9454545454545454,0.8,0.8,1.0,0.8,0.6,0.8,0.3,1.0,0.2,0.8,1.0
207825,18,1,19,0.9473684210526316,1.0,0.8,1.0,0.9,0.7,0.8,0.7,0.9,0.8,0.8,0.9
78328,18,1,19,0.9473684210526316,0.8,0.8,0.9,0.4,0.6,0.8,0.7,1.0,0.9,0.8,1.0
276231,36,2,38,0.9473684210526316,0.7,0.8,1.0,0.9,0.8,0.8,0.7,1.0,1.0,0.8,1.0
23511,18,1,19,0.9473684210526316,0.5,0.8,1.0,0.7,0.6,0.9,0.4,1.0,0.9,0.8,1.0
256167,18,1,19,0.9473684210526316,0.8,0.8,1.0,0.7,0.6,0.8,0.3,0.8,1.0,0.8,1.0
175100,18,1,19,0.9473684210526316,0.5,0.8,1.0,0.8,0.7,0.8,0.3,0.9,0.6,0.8,1.0
141902,18,1,19,0.9473684210526316,0.6,0.8,1.0,0.8,0.6,0.8,0.9,0.6,0.8,0.8,1.0
148590,19,1,20,0.95,0.9,0.8,1.0,0.4,0.6,0.8,0.9,1.0,1.0,0.8,1.0
